Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,TR_Circle_Frame_Penalty.started,TR_Circle_Frame_Penalty.stopped,TR_Penalty_Text.started,TR_Penalty_Text.stopped,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Press.started,TR_Penalty_Press.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_text.started,Instr_RT_text.stopped,Instr_RT_key_resp.keys,Instr_RT_key_resp.rt,Instr_RT_key_resp.started,Instr_RT_key_resp.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,65,0,65,0,,,,,,,,,,,,,,,2,u,RT,0,65,0.8767062558271228,1,1,,,,,,,,,,,,,204.97993999999017,None,204.97993999999017,None,205.28963360004127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,204.37153030000627,204.37153030000627,204.37153030000627,None,204.37153030000627,None,u,1,0.5701718998607248,204.37153030000627,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,66,0,66,0,,,,,,,,,,,,,,,1,i,RT,0,66,0.7835095455214498,1,1,,,,,,,,,,,,,205.87505470006727,None,205.87505470006727,None,206.17269370006397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,205.4909900999628,205.4909900999628,205.4909900999628,None,205.4909900999628,None,i,1,0.34657010016962886,205.4909900999628,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,67,0,67,0,,,,,,,,,,,,,,,1,i,RT,0,67,0.9214842247964635,1,1,,,,,,,,,,,,,207.07862600008957,None,207.07862600008957,None,207.38835279992782,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,206.37161469995044,206.37161469995044,206.37161469995044,None,206.37161469995044,None,i,1,0.6738877999596298,206.37161469995044,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,68,0,68,0,,,,,,,,,,,,,,,2,u,RT,0,68,0.33603628072290226,1,1,,,,,,,,,,,,,208.4688274001237,None,208.4688274001237,None,208.77350340015255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,207.58840310014784,207.58840310014784,207.58840310014784,None,207.58840310014784,None,u,1,0.8492024000734091,207.58840310014784,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,69,0,69,0,,,,,,,,,,,,,,,3,l,RT,0,69,1.207486968862734,1,1,,,,,,,,,,,,,209.67960330005735,None,209.67960330005735,None,209.98881110013463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,208.98816010006703,208.98816010006703,208.98816010006703,None,208.98816010006703,None,l,1,0.6576918999198824,208.98816010006703,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,70,0,70,0,,,,,,,,,,,,,,,3,l,RT,0,70,1.2314277974708812,1,1,,,,,,,,,,,,,211.33870550012216,None,211.33870550012216,None,212.34074910008349,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,210.20411200006492,210.20411200006492,210.20411200006492,None,210.20411200006492,None,h,0,1.0896681000012904,210.20411200006492,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,71,0,71,0,,,,,,,,,,,,,,,0,h,RT,0,71,1.0344064638086483,1,1,,,,,,,,,,,,,213.170535299927,None,213.170535299927,None,213.472543500131,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,212.55494639999233,212.55494639999233,212.55494639999233,None,212.55494639999233,None,h,1,0.5704820000100881,212.55494639999233,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,72,0,72,0,,,,,,,,,,,,,,,3,l,RT,0,72,1.2809162253641422,1,1,,,,,,,,,,,,,214.04742230009288,None,214.04742230009288,None,214.35868669999763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,213.67161049996503,213.67161049996503,213.67161049996503,None,213.67161049996503,None,l,1,0.34205219987779856,213.67161049996503,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,73,0,73,0,,,,,,,,,,,,,,,1,i,RT,0,73,1.0815155053987457,1,1,,,,,,,,,,,,,214.9972270000726,None,214.9972270000726,None,215.3052966000978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,214.57169810007326,214.57169810007326,214.57169810007326,None,214.57169810007326,None,i,1,0.3939046999439597,214.57169810007326,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,74,0,74,0,,,,,,,,,,,,,,,2,u,RT,0,74,0.7242941313487652,1,1,,,,,,,,,,,,,215.84687860007398,None,215.84687860007398,None,216.15527590014972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,215.5054554999806,215.5054554999806,215.5054554999806,None,215.5054554999806,None,u,1,0.31612719991244376,215.5054554999806,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,75,0,75,0,,,,,,,,,,,,,,,2,u,RT,0,75,0.43270599714665625,1,1,,,,,,,,,,,,,217.02915209997445,None,217.02915209997445,None,217.33846190012991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,216.3550339001231,216.3550339001231,216.3550339001231,None,216.3550339001231,None,u,1,0.6266189999878407,216.3550339001231,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,76,0,76,0,,,,,,,,,,,,,,,3,l,RT,0,76,1.1094722147213583,1,1,,,,,,,,,,,,,218.16238380013965,None,218.16238380013965,None,218.47192790010013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,217.5477043001447,217.5477043001447,217.5477043001447,None,217.5477043001447,None,l,1,0.5781555001158267,217.5477043001447,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,77,0,77,0,,,,,,,,,,,,,,,0,h,RT,0,77,0.20035722347166884,1,1,,,,,,,,,,,,,219.42962209996767,None,219.42962209996767,None,219.7384595000185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,218.67640550015494,218.67640550015494,218.67640550015494,None,218.67640550015494,None,h,1,0.721871200017631,218.67640550015494,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,78,0,78,0,,,,,,,,,,,,,,,0,h,RT,0,78,0.060711276133665226,1,1,,,,,,,,,,,,,220.74276820011437,None,220.74276820011437,None,221.0552902999334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,219.94599150004797,219.94599150004797,219.94599150004797,None,219.94599150004797,None,h,1,0.7478926000185311,219.94599150004797,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,79,0,79,0,,,,,,,,,,,,,,,1,i,RT,0,79,1.1517855692226122,1,1,,,,,,,,,,,,,221.88014420005493,None,221.88014420005493,None,222.1885109001305,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,221.25492940004915,221.25492940004915,221.25492940004915,None,221.25492940004915,None,i,1,0.5910805000457913,221.25492940004915,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,80,0,80,0,,,,,,,,,,,,,,,1,i,RT,0,80,0.9467080217617079,1,1,,,,,,,,,,,,,222.88120940001681,None,222.88120940001681,None,223.18908559996635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,222.3946764001157,222.3946764001157,222.3946764001157,None,222.3946764001157,None,i,1,0.4506810000166297,222.3946764001157,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,81,0,81,0,,,,,,,,,,,,,,,0,h,RT,0,81,0.665434100648093,1,1,,,,,,,,,,,,,224.44886230002157,None,224.44886230002157,None,224.7555710999295,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,223.38829259993508,223.38829259993508,223.38829259993508,None,223.38829259993508,None,h,1,1.0332399001345038,223.38829259993508,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,82,0,82,0,,,,,,,,,,,,,,,0,h,RT,0,82,1.0381544784037713,1,1,,,,,,,,,,,,,225.44563190010376,None,225.44563190010376,None,225.7573714000173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,224.95537169999443,224.95537169999443,224.95537169999443,None,224.95537169999443,None,h,1,0.4663758999668062,224.95537169999443,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,83,0,83,0,,,,,,,,,,,,,,,1,i,RT,0,83,0.2286422791474092,1,1,,,,,,,,,,,,,226.94721150002442,None,226.94721150002442,None,227.2551681001205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,225.95570429996587,225.95570429996587,225.95570429996587,None,225.95570429996587,None,i,1,0.9623270998708904,225.95570429996587,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,84,0,84,0,,,,,,,,,,,,,,,2,u,RT,0,84,1.2990347886661038,1,1,,,,,,,,,,,,,227.83552660001442,None,227.83552660001442,None,228.13826339994557,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,227.45655609993264,227.45655609993264,227.45655609993264,None,227.45655609993264,None,u,1,0.34100369992665946,227.45655609993264,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,85,0,85,0,,,,,,,,,,,,,,,3,l,RT,0,85,0.27171433901282804,1,1,,,,,,,,,,,,,229.01531679998152,None,229.01531679998152,None,229.32273170002736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,228.34371490008198,228.34371490008198,228.34371490008198,None,228.34371490008198,None,l,1,0.6378476999234408,228.34371490008198,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,86,0,86,0,,,,,,,,,,,,,,,2,u,RT,0,86,0.1766106820240081,1,1,,,,,,,,,,,,,230.5795567999594,None,230.5795567999594,None,231.5917658000253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,229.53767729992978,229.53767729992978,229.53767729992978,None,229.53767729992978,None,h,0,1.0119694001041353,229.53767729992978,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,87,0,87,0,,,,,,,,,,,,,,,3,l,RT,0,87,0.08812779992147446,1,1,,,,,,,,,,,,,232.57651249994524,None,232.57651249994524,None,232.88825850002468,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,231.8052743000444,231.8052743000444,231.8052743000444,None,231.8052743000444,None,l,1,0.7284101000986993,231.8052743000444,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,88,0,88,0,,,,,,,,,,,,,,,3,l,RT,0,88,1.0690561508788012,1,1,,,,,,,,,,,,,233.6353255000431,None,233.6353255000431,None,233.93870169995353,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,233.08866670005955,233.08866670005955,233.08866670005955,None,233.08866670005955,None,l,1,0.5089436999987811,233.08866670005955,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,89,0,89,0,,,,,,,,,,,,,,,3,l,RT,0,89,0.9467428508345181,1,1,,,,,,,,,,,,,234.74834219994955,None,234.74834219994955,None,235.05521990009584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,234.13926660013385,234.13926660013385,234.13926660013385,None,234.13926660013385,None,l,1,0.5625603999942541,234.13926660013385,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,90,0,90,0,,,,,,,,,,,,,,,0,h,RT,0,90,0.11168419141106178,1,1,,,,,,,,,,,,,236.13388660014607,None,236.13388660014607,None,236.43864469998516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,235.26150800008327,235.26150800008327,235.26150800008327,None,235.26150800008327,None,h,1,0.8400837001390755,235.26150800008327,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,91,0,91,0,,,,,,,,,,,,,,,2,u,RT,0,91,0.31436969377214075,1,1,,,,,,,,,,,,,238.07143700006418,None,238.07143700006418,None,238.37180610001087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,236.63856730004773,236.63856730004773,236.63856730004773,None,236.63856730004773,None,u,1,1.3751177999656647,236.63856730004773,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,92,0,92,0,,,,,,,,,,,,,,,2,u,RT,0,92,0.021608153147359976,1,1,,,,,,,,,,,,,239.07231439999305,None,239.07231439999305,None,239.37195080006495,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,238.57196340011433,238.57196340011433,238.57196340011433,None,238.57196340011433,None,u,1,0.4575801999308169,238.57196340011433,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,93,0,93,0,,,,,,,,,,,,,,,0,h,RT,0,93,0.281680136706856,1,1,,,,,,,,,,,,,240.31796490005217,None,240.31796490005217,None,240.62201960012317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,239.57198649994098,239.57198649994098,239.57198649994098,None,239.57198649994098,None,h,1,0.6977554000914097,239.57198649994098,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,94,0,94,0,,,,,,,,,,,,,,,1,i,RT,0,94,0.9664678689951425,1,1,,,,,,,,,,,,,241.68589820014313,None,241.68589820014313,None,242.6885859000031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,240.82201300002635,240.82201300002635,240.82201300002635,None,240.82201300002635,None,u,0,0.8318771000485867,240.82201300002635,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,95,0,95,0,,,,,,,,,,,,,,,1,i,RT,0,95,1.11193518985686,1,1,,,,,,,,,,,,,243.43422379996628,None,243.43422379996628,None,243.74131960002705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,242.89209400000982,242.89209400000982,242.89209400000982,None,242.89209400000982,None,i,1,0.5053172998595983,242.89209400000982,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,96,0,96,0,,,,,,,,,,,,,,,3,l,RT,0,96,0.5423514012482475,1,1,,,,,,,,,,,,,244.73288540006615,None,244.73288540006615,None,245.03921169997193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,243.95535179995932,243.95535179995932,243.95535179995932,None,243.95535179995932,None,l,1,0.7462431001476943,243.95535179995932,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,97,0,97,0,,,,,,,,,,,,,,,1,i,RT,0,97,0.6368264081594865,1,1,,,,,,,,,,,,,245.86282870010473,None,245.86282870010473,None,246.17213870002888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,245.23860300006345,245.23860300006345,245.23860300006345,None,245.23860300006345,None,i,1,0.5908629999030381,245.23860300006345,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
